PassengerId,Survived_pred,Survived_prob
892,0,0.10270576438391299
893,0,0.38084609219872634
894,0,0.12828621040212
895,0,0.08361959747620717
896,1,0.5748890361145726
897,0,0.12109684617255859
898,1,0.626405429384366
899,0,0.22122451173833083
900,1,0.7284805471803371
901,0,0.09789583251567872
902,0,0.08128231417833386
903,0,0.3178312821188609
904,1,0.9202219320353848
905,0,0.08092765635055643
906,1,0.8464237288782107
907,1,0.8699081114440866
908,0,0.25692460697028874
909,0,0.16116698101955984
910,1,0.5369148586586785
911,1,0.5324049356676529
912,0,0.36960208474922857
913,0,0.13983586347316884
914,1,0.912347253279498
915,1,0.6325643278504889
916,1,0.8813056969348058
917,0,0.041855955624858915
918,1,0.9548726570548249
919,0,0.15483275124512752
920,0,0.35205683866039056
921,0,0.13149649889838336
922,0,0.11741743433934326
923,0,0.23186302621469115
924,0,0.48586647428899593
925,1,0.5247287597329732
926,1,0.5650151633120589
927,0,0.17218625176062416
928,1,0.528978652854336
929,1,0.58360389245315
930,0,0.08854028876683669
931,0,0.07735395665784835
932,0,0.09727768334924967
933,0,0.4519128017822173
934,0,0.055321032027075404
935,1,0.7637684010491982
936,1,0.855679294592099
937,0,0.08868110249805179
938,0,0.45423129858849554
939,0,0.12335002285243536
940,1,0.8617514193386038
941,0,0.4634129366296364
942,0,0.474274149514128
943,0,0.3268845102209931
944,1,0.8145479347329425
945,1,0.8895894446166844
946,0,0.31980678115909666
947,0,0.1957101007354669
948,0,0.06615751192743966
949,0,0.08870570974318123
950,0,0.08060663995875393
951,1,0.9157380505875456
952,0,0.11146639935844689
953,0,0.19280927058199224
954,0,0.10837642887234268
955,1,0.6836690665806432
956,1,0.6398428263009539
957,1,0.773483491447839
958,1,0.7104347783302973
959,0,0.30711158616058704
960,1,0.5651613131056772
961,1,0.7447293327633697
962,1,0.6697747050060018
963,0,0.09949650684856626
964,1,0.521096838354091
965,1,0.5847743924997985
966,1,0.9222894170983807
967,1,0.5029913967763113
968,0,0.08126956723880649
969,1,0.8163979908349118
970,0,0.20297327886715033
971,1,0.6697747050060018
972,0,0.23464485186497216
973,0,0.16149395945179154
974,0,0.2975497777135955
975,0,0.08128231417833386
976,0,0.301960719268961
977,0,0.1324126723949187
978,1,0.6483482304142736
979,1,0.6067091865396426
980,1,0.6411097490410403
981,0,0.37989147397009027
982,1,0.5744527027108894
983,0,0.08129230138066044
984,1,0.9130844417594622
985,0,0.08126956723880649
986,1,0.6119267831910097
987,0,0.08869266266169817
988,1,0.68279233601573
989,0,0.07894063996729671
990,1,0.5915135627824402
991,0,0.07017861133304229
992,1,0.9162666718204159
993,0,0.21636626773500303
994,0,0.12335002285243536
995,0,0.08616188168588765
996,1,0.7405814623461352
997,0,0.08008107751143603
998,0,0.1494474672505925
999,0,0.12335002285243536
1000,0,0.08121482242098425
1001,0,0.26840305895311645
1002,0,0.2374408281153765
1003,1,0.6411023110897024
1004,1,0.9334662824668473
1005,1,0.7072951961523056
1006,1,0.7351856398139452
1007,0,0.17331152594829538
1008,0,0.13343556282956753
1009,1,0.7238417305398747
1010,1,0.5129230041126824
1011,1,0.7668851138254585
1012,1,0.8509190506357823
1013,0,0.12335002285243536
1014,1,0.9336451380896826
1015,0,0.08133571902184432
1016,0,0.12335002285243536
1017,1,0.6121441190739397
1018,0,0.09669781296821758
1019,1,0.6371520534788667
1020,0,0.14820359347341644
1021,0,0.09126892000494037
1022,0,0.07227860036185844
1023,0,0.3926409099821707
1024,1,0.5241719382829205
1025,0,0.13343556282956753
1026,0,0.05209260495781012
1027,0,0.0912868997660268
1028,0,0.13893410690581268
1029,0,0.22429126189943935
1030,1,0.5682641592305767
1031,0,0.05472385128670199
1032,1,0.6557598516043818
1033,1,0.8860697543091177
1034,0,0.2790648859750512
1035,0,0.21103222391711585
1036,0,0.3458383593104504
1037,0,0.07368103835997716
1038,0,0.4449817269281539
1039,0,0.09667323474823876
1040,0,0.4519128017822173
1041,0,0.20065497937134455
1042,1,0.9524337638223871
1043,0,0.13324899500138407
1044,0,0.0303528536677555
1045,0,0.4644362416128931
1046,0,0.12186633923891861
1047,0,0.09131483991337734
1048,1,0.8909462290475763
1049,1,0.568317339322848
1050,0,0.3458383593104504
1051,1,0.5431915375033978
1052,1,0.6411140029073652
1053,0,0.2289918679647971
1054,1,0.7858148927908579
1055,0,0.08135640151696776
1056,0,0.15225604767386638
1057,1,0.5409243685921722
1058,0,0.4251058409946002
1059,0,0.1055608684118526
1060,1,0.9478238257147622
1061,1,0.57578839337578
1062,0,0.08131090635373177
1063,0,0.13704608384388212
1064,0,0.09338647865450098
1065,0,0.13333424916580736
1066,0,0.055619040049832334
1067,1,0.8349125341058592
1068,1,0.8122374585588303
1069,0,0.37805861953532766
1070,1,0.7219580017977821
1071,1,0.844923748680622
1072,0,0.20297327886715033
1073,1,0.502798409351193
1074,1,0.9331667732706354
1075,0,0.12335002285243536
1076,1,0.9363121203580731
1077,0,0.15596127128204412
1078,1,0.8100454332126021
1079,0,0.11144949308634183
1080,1,0.5119876908154483
1081,0,0.15639896566481423
1082,0,0.18105916371985342
1083,0,0.4520636201209801
1084,0,0.1291427157384922
1085,0,0.13154127597725018
1086,0,0.33381079001646224
1087,0,0.07019275727628262
1088,1,0.7187899594585548
1089,1,0.6067818284761106
1090,0,0.24180164732326717
1091,1,0.5289614129805306
1092,1,0.6391332634609947
1093,0,0.17453070382181748
1094,0,0.3855431346341665
1095,1,0.8650008894154181
1096,0,0.2303531161178204
1097,1,0.5891536929749919
1098,1,0.5885477549486837
1099,0,0.23602941701070157
1100,1,0.9393925084774867
1101,0,0.08868371504764848
1102,0,0.07121140349503434
1103,0,0.08135226463450033
1104,0,0.26461869714648184
1105,1,0.5514901307934413
1106,0,0.4498921435130993
1107,0,0.3418545226736044
1108,1,0.6410768381395365
1109,0,0.21982398073667272
1110,1,0.8805537229962433
1111,0,0.08126956723880649
1112,1,0.8487743057508831
1113,0,0.09948121280318377
1114,1,0.8069299950073958
1115,0,0.0995064262838762
1116,1,0.8915051151188483
1117,1,0.6593943976835605
1118,0,0.09396020229237305
1119,1,0.6411097490410403
1120,0,0.055732530392771894
1121,0,0.17389255683743002
1122,0,0.28547725465140344
1123,1,0.9289413201261972
1124,0,0.09963545901083525
1125,0,0.12333455681579403
1126,0,0.4902135182436084
1127,0,0.1023814282306527
1128,0,0.30212876248402876
1129,0,0.1655050302359132
1130,1,0.8255481244931321
1131,1,0.8982107808119126
1132,1,0.8851787046412156
1133,1,0.6633923026753628
1134,0,0.4256529481785943
1135,0,0.0812830003493319
1136,0,0.0800056709910198
1137,0,0.3466810870623821
1138,1,0.8051125479346758
1139,0,0.1454990057623094
1140,1,0.7668851138254585
1141,1,0.6595911938322906
1142,1,0.8889720215670662
1143,0,0.10237422533382687
1144,1,0.5669179405120144
1145,0,0.09115191824908109
1146,0,0.0711153473215263
1147,0,0.08131090635373177
1148,0,0.12335002285243536
1149,0,0.08126956723880649
1150,1,0.8209288280856752
1151,0,0.09950848963693006
1152,0,0.0626549087933877
1153,0,0.09950063322680688
1154,1,0.7674783270845068
1155,1,0.7248401445037723
1156,0,0.30682497426557076
1157,0,0.08128231417833386
1158,0,0.45920278028159117
1159,0,0.08131090635373177
1160,1,0.528978652854336
1161,0,0.11138236158758169
1162,0,0.4339502532643382
1163,0,0.12335002285243536
1164,1,0.9449192246719152
1165,1,0.6391332634609947
1166,0,0.13333478646704733
1167,1,0.8140457106096303
1168,0,0.2139034164780899
1169,0,0.15450949998367577
1170,0,0.20154427832212293
1171,0,0.24766927749983844
1172,1,0.5680977915328169
1173,0,0.17271697341828296
1174,1,0.6411097490410403
1175,1,0.7796730776006497
1176,1,0.7166621413527018
1177,0,0.06426603456980806
1178,0,0.08133571902184432
1179,0,0.46813197998438527
1180,0,0.13333424916580736
1181,0,0.08126956723880649
1182,0,0.44833694503563737
1183,1,0.6265813784268927
1184,0,0.13333424916580736
1185,0,0.2596450540040654
1186,0,0.06411640427424097
1187,0,0.08615135233009105
1188,1,0.9318177016423563
1189,0,0.13149649889838336
1190,0,0.4310875840164486
1191,0,0.07894633912023957
1192,0,0.0722990173188245
1193,0,0.3199352487668259
1194,0,0.1431508778829866
1195,0,0.09121269642710741
1196,1,0.6411097490410403
1197,1,0.769498299943707
1198,0,0.4025575675485174
1199,0,0.17305432037741503
1200,0,0.24523426414117322
1201,0,0.3940459095209699
1202,0,0.10827885087716209
1203,0,0.15692125494573422
1204,0,0.08130883894285486
1205,1,0.5730910850088051
1206,1,0.8724665981413093
1207,1,0.7169542863382626
1208,0,0.3331740468476951
1209,0,0.26583752575054853
1210,0,0.08368819251714235
1211,0,0.24336287136837773
1212,0,0.08616188168588765
1213,0,0.14472872474084372
1214,0,0.22429126189943935
1215,0,0.41297679461153425
1216,1,0.8574838583761178
1217,0,0.09403051497219193
1218,1,0.8476242876928618
1219,0,0.4328741564804769
1220,0,0.2057951455501969
1221,0,0.25310809253757044
1222,1,0.6400863584719942
1223,1,0.5017211508645333
1224,0,0.13333478646704733
1225,1,0.7202612088468066
1226,0,0.08368466095434618
1227,0,0.43638970548388223
